id,intitule,description,dateCreation,dateActualisation,lieuTravail_libelle,lieuTravail_latitude,lieuTravail_longitude,lieuTravail_codePostal,lieuTravail_commune,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,competences_code,competences_libelle,competences_exigence,salaire_commentaire,salaire_libelle,salaire_complement1,dureeTravailLibelle,dureeTravailLibelleConverti,alternance,contact_nom,contact_coordonnees1,contact_courriel,urlPostulation,secteurActivite,secteurActiviteLibelle,origineOffre_origine,origineOffre_urlOrigine,partenaires,offresManqueCandidats
7527717,Data Engineer Confirmé (H/F),"Vos tâches :   En tant que Data Engineer Confirmé, vous évoluerez chez un de nos clients à Dijon dans des secteurs d'activités variées (bancaire, industrie, public...), vos responsabilités principales seront les suivantes :  Assurer la maintenance et l'évolution des solutions Concevoir et développer les solutions de BI Développement d'ETL (Stambia, Alteryx,...) Proposer des solutions adaptées Collaborer avec les équipes techniques Assurer la veille technologique  Environnement technique :  Outils de BI/ETL : Talend, Power BI, Qlik Sense. SQL Base de données : Oracle, MongoDB...              ",2025-05-31T08:58:15.000Z,2025-05-31T08:58:15.000Z,21 - DIJON,47.331848,5.033601,21000,21231,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,,,,,False,,,,,,,2,https://candidat.francetravail.fr/offres/recherche/detail/7527717,HANDICAP_JOB (https://www.handicap-job.com/recherche/detail/oid/6255898/data-engineer-confirme.html),
7527684,Alternance - Data Engineer - Services Financiers - Data factory -Nantes (H/F),"Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe avec 56 000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services numériques et d'édition de logiciels. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d'activité et des technologies innovantes à une approche résolument collaborative.Sopra Steria place l'humain au centre de son action et s'engage auprès de ses clients à tirer le meilleur parti du digital pour construire un avenir positif. En 2023, le Groupe a réalisé un chiffre d'affaires de 5,8 milliards d'euros.The world is how we shape itLes Services Financiers Banque et Assurance sont au cœur de la vie quotidienne de chacun. Sur ce secteur, Sopra Steria est un partenaire privilégié des grands acteurs du domaine afin de répondre aux enjeux d'innovations, d'adaptation des parcours digitaux et de transformation des Systèmes d'Informations. Nous participons à la révolution digitale grâce à notre expertise en automatisation des processus, (Big) Data, IA, Cloud.Si vous êtes passionné(e) par la valorisation de la donnée, rejoignez notre Agence Data localisée à Nantes et les quelques 100 Data Ingénieurs qui la composent. En tant qu'Alternant(e), vous intégrez une équipe de 8/10 personnes au sein d'un plateau multi clients de projets (Big) Data. Vous êtes accompagné(e) au quotidien par un tuteur de stage. Vous participez activement à la vie quotidienne de l'équipe. Vous êtes également en liens étroits avec le responsable de l'équipe et le leader technique de l'équipe.Description du posteVous intégrez un service « Pilotage & Reporting », et plus particulièrement la squad « Reporting », composée de Business Analyst et Développeurs Data ETL qui est  en charge de l'application qui produit les rapports et les indicateurs métiers  permettant aux services métier de piloter leur activité au quotidien.Votre rôle et vos tâches :Intégré(e) au sein de notre Data Factory de plus de 120 Data Ingénieurs, vous contribuez à un projet Big Data, et intervenez en tant que référent technique pour un de nos Grands Comptes.Votre rôle et tâches :A cette occasion vous serez amené(e) à :Apporter votre expertise et votre expérience à votre équipe lors des phases de conception et développement ;Définir et implémenter des solutions d'ingestion, de préparation, de stockage, de calcul et d'exposition - sur l'ensemble du pipeline de données ;Proposer des idées d'amélioration continue à votre client et à votre équipe - revue de procédures, mise en place de nouveaux outils dans le cadre de livraison, test ou qualimétrie ;Concevoir et développer des solutions complexes ;Industrialisation, mise en place de CI/CD ;Accompagner vos collaborateurs dans leur montée en compétence au sein du projet ;Vous êtes membre actif de la communauté Data Sopra Steria ;Vous maintenez vos compétences en suivant les parcours de certification avec nos partenaires Editeurs et Cloud Provider.Environnement technique :Solutions du marché :ETL/ELT : Datastage, Talend, Informatica, SemarchyData Solution : Databricks, Snowflake, Cloudera, BigQueryLangages :PySpark, Spark-Scala, Java-SparkPython, Shell, SQLPour les alternances sur plusieurs années, la tâche pourra évoluer, notamment vers travaux BigData réalisés par un autre service.Les apports de l'alternance : Appréhender le cycle du traitement d'un projet au forfait en centre de servicesAcquérir un savoir-faire fonctionnel, technique et méthodologiqueAcquérir une première expérience dans le domaine de la data et de la banque / assuranceAcquérir les premiers réflexes sur le reporting projet et l'amélioration continueTout au long de votre parcours, vous êtes accompagné(e) par votre tuteur(trice) afin d'accélérer le développement de vos compétences techniques et méthodologiques, de favoriser l'anticipation de la rédaction de votre rapport et la préparation de votre soutenance et finalement, de garantir le succès de votre alternance.Vous êtes formé(e) à nos process qualité et méthodes. Vous avez accès aux Communautés, à tous types de certifications et à nos plateformes de formation (e-learning, présentiel). Nous vous offrons la possibilité de capitaliser sur vos qualités professionnelles et personnelles, d'évoluer dans un environnement dynamique et convivial, sur des projets variés.Technologies utilisées : Spark, Spark UI, Kafka, Scala, hadoop, Hive/SQL, Oozie, Hue/HDFS, Ambari, GitLab, Jenkins, SonaQub, IntellJ, Eclipse, Nexus, Cloudera, Azure HD Insight, Informatica, Talend, Stambia, DataStage, SAS, DataIku, DataBricks, Qlik, SAP BI (BO), Power BI, Java, Python,",2025-05-31T08:58:09.000Z,2025-05-31T08:58:09.000Z,44 - NANTES,47.239367,-1.555335,44000,44109,MIS,Mission intérimaire - 3 Mois,Contrat travail,D,Débutant accepté,,,,,,,,,False,,,,,78,Activités des agences de travail temporaire,2,https://candidat.francetravail.fr/offres/recherche/detail/7527684,HANDICAP_JOB (https://www.handicap-job.com/recherche/detail/oid/6256411/alternance-data-engineer-services-financiers-data-factory-nantes.html),
7527683,Data Engineer (H/F),"Description de l'entrepriseInetum, leader européen des services numériques, recherche un développeur Python talentueux pour renforcer son équipe innovante. Avec 28 000 experts répartis dans 19 pays, nous façonnons l'avenir numérique en créant des solutions à fort impactDescription du posteVotre tâche :- Gestion du gisement de factures électroniques à destination des entreprises- Intégration de flux de données dans un ETL (Extract, Transform, Load)- Nettoyage des données, validation et gestion des erreurs pour garantir l'intégrité et la qualité des données.- Transformation et restitution des données vers les interfaces utilisateur (IHM)- Mise à disposition des données via API Rest et Web Services- Conception, développement, test et mise en production des applications- Mise en place et maintien de l'intégration continue- Conception, développement, test et mise en production des applications- Mise en place et maintien de l'intégration continueQualificationsVotre profil : Bac + 5 avec une expérience de 5 ans minimumExpérience sur langage Java, Scripting Bash/Shell et SQLEnvironnement LinuxEsprit analytique et capacité à résoudre des problèmes complexesInformations supplémentairesNous offrons :Un environnement de travail stimulant et collaboratifDes projets passionnants à fort impactDes opportunités de formation et de développement professionnelUn package de rémunération compétitifTous nos postes sont ouverts aux personnes en situation de handicap",2025-05-31T08:58:09.000Z,2025-05-31T08:58:09.000Z,34 - MONTPELLIER,43.610476,3.87048,34000,34172,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,,,,,,False,,,,,,,2,https://candidat.francetravail.fr/offres/recherche/detail/7527683,HANDICAP_JOB (https://www.handicap-job.com/recherche/detail/oid/6255031/data-engineer-hf.html),
7527644,Data Ingenieur Services Financiers Strasbourg (H/F),"Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, reconnu pour ses activités de conseil, de services numériques et d'édition de logiciels, aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Il apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d'activité et des technologies innovantes à une approche résolument collaborative.Sopra Steria place l'humain au centre de son action et s'engage auprès de ses clients à tirer le meilleur parti du digital pour construire un avenir positif.Fort de 50 000 collaborateurs dans près de 30 pays, le Groupe a réalisé un chiffre d'affaires de 5,1 milliards d'euros en 2022.The world is how we shape itDescription du posteVotre futur environnement de travail :Sopra Steria accompagne la transformation Data de ses clients du secteur financier de bout en bout:Votre rôle et vos tâches:Vous participez à toutes les phases du développement des projets :L'interaction avec le métier pour collecter leurs besoins d'analyseLa collecte des données pertinentes pour la réalisation des analysesLa vérification de la qualité des données et mise en œuvre d'actions de remédiation si nécessaireLa transformation et analyses multidimensionnelle des donnéesLa construction de tableaux de bord permettant de visualiser les donnéesL'identification d'insights et interprétation avec le métierQualificationsVotre profil :Diplômé(e) d'une Ecole d'Ingénieurs ou équivalent Universitaire en Informatique, vous avez déjà participé à un projet DATA et vous avez une première expérience avérée en data analyse et/ou engineering.Vos compétences : Connaissance large en modélisation et en consultation des bases de données (relationnel, NoSQL, orientées colonnes/ documents/graphes, multi dimensionnelle) Connaissance des outils d'alimentation des données (ETL, ELT) Connaissance des outils de visualisation des données (tabulaire/graphique, statique/dynamique) Connaissance des langages SQL, Python ou R Connaissance des principes d'optimisation des performances (dénormalisation, hiérarchisation, indexation) en fonction des usagesInformations supplémentairesLes avantages à nous rejoindre :Un accord télétravail pour télétravailler jusqu'à 2 jours par semaine selon vos tâches. Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d'intéressement, des primes vacances et cooptation.Un accompagnement individualisé avec un mentor.Des opportunités de carrières multiples : plus de 30 familles de métiers, autant de passerelles à imaginer ensePlusieurs centaines de formations accessibles en toute autonomie depuis l'app mobile avec Sopra Steria Academy.La possibilité de s'engager auprès de notre fondation ou de notre partenaire « Vendredi ».L'opportunité de rejoindre le collectif Tech'Me UP (formations, conférences, veille, et bien plus encore.)Employeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C'est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagements ",2025-05-31T08:58:02.000Z,2025-05-31T08:58:02.000Z,67 - STRASBOURG,48.579831,7.761454,67000,67482,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,,,,,,False,,,,,,,2,https://candidat.francetravail.fr/offres/recherche/detail/7527644,HANDICAP_JOB (https://www.handicap-job.com/recherche/detail/oid/6256551/data-ingenieur-services-financiers-strasbourg.html),
7527633,Data Analyst Montpellier (H/F),"Le domaine de la Data vous passionne et vous souhaitez prendre part à des projets d'envergure dans divers secteurs ? Rejoignez notre équipe Digital Engineering à Montpellier en tant que Data Analyste. Dans ce rôle, vous serez au cœur de nos projets de transformation digitale, travaillant sur des solutions innovantes d'analyse et de visualisation de données pour aider nos clients à prendre des décisions éclairées. Vous aurez les responsabilités suivantes : - Analyser des ensembles de données complexes pour en extraire des insights pertinents - Concevoir et développer des tableaux de bord et des rapports interactifs avec Power BI - Collaborer avec les équipes métiers pour comprendre leurs besoins et traduire les données en informations exploitables - Participer à l'optimisation des processus de collecte et de traitement des données - Assurer la qualité et la cohérence des données utilisées dans les analyses - Présenter les résultats des analyses aux parties prenantes de manière claire et convaincante - Contribuer à l'amélioration continue des méthodologies et des outils d'analyse de l'équipe",2025-05-31T08:57:59.000Z,2025-05-31T08:57:59.000Z,34 - MONTPELLIER,43.610476,3.87048,34000,34172,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,,,,,False,,,,,,,2,https://candidat.francetravail.fr/offres/recherche/detail/7527633,HANDICAP_JOB (https://www.handicap-job.com/recherche/detail/oid/6255586/data-analyst-montpellier.html),
7527606,CONSULTANT / CONSULTANTE DATA GOUVERNANCE - AIX EN PROVENCE (H/F),"Description     Vous serez intégré au sein de notre Service Line Data Value et vous interviendrez sur les différentes phases de mise en place d'une gouvernance des données : - Accompagner nos clients dans la définition, de la construction, et du déploiement des initiatives Data Gouvernance et Data Management afin d'en assurer la conformité avec les bonnes pratiques définies, - Participer à l'identification et l'implémentation des solutions techniques répondant aux besoins client en animant des ateliers métiers autour de la mise en place de la gouvernance des données (processus, outils, rôles.), - Soutenir le choix et la mise en place d'outils comme les Master Data Management (MDM), Data Catalogue, ainsi que des outils liés à la Data Quality. - Comprendre les problématiques liés à des processus métiers en les transformant en besoins « data » et mettre en place un suivi de qualité de la donnée en collaboration avec les entités métiers concernées. Vous proposerez des solutions permettant d'assurer l'accessibilité, la compréhension, la fiabilité, le partage, et la sécurisation des données au sein d'une organisation. Dans votre quotidien, vous contribuerez au partage et à la capitalisation des savoirs et des pratiques au sein de la communauté data de Capgemini.         ",2025-05-31T08:57:54.000Z,2025-05-31T08:57:54.000Z,13 - MARSEILLE 01,43.282,5.405,13001,13201,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),,,,,,,,,False,,,,,,,2,https://candidat.francetravail.fr/offres/recherche/detail/7527606,HANDICAP_JOB (https://www.handicap-job.com/recherche/detail/oid/6255254/consultant-consultante-data-gouvernance-aix-en-provence.html),
7527560,Data Engineer (H/F),"  Vous êtes à la recherche d'un défi à la hauteur de vos talents de codeur ? Rejoignez-nous en tant que Data Engineer  Le poste en quelques mots : En tant que Data Engineer vous jouerez un rôle central dans la structuration, l'analyse et l'exploitation des données. Votre tâche consistera à concevoir, développer et optimiser des solutions de gestion et d'analyse de données, en étroite collaboration avec nos équipes interdisciplinaires, afin de répondre efficacement aux besoins spécifiques de nos clients.  Ce que vous allez faire si vous nous rejoignez : La conception et le développement de pipelines de données efficaces et évolutifs.L'industrialisation et la mise en exploitation de modèles de machine learning, en assurant leur intégration fluide dans l'architecture de données existante.Mettre en place, intégrer, développer et optimiser des solutions de pipeline sur des environnements Cloud pour les projets stratégiques de nos clients.  Environnement technique : Outils utilisés : suite Azure, Databricks, Datafactory, Power BI, LogicapsLangages utilisés : Spark et en Python  ",2025-05-31T08:57:46.000Z,2025-05-31T08:57:46.000Z,63 - CLERMONT FERRAND,45.786671,3.107129,63000,63113,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),,,,,,,,,False,,,,,,,2,https://candidat.francetravail.fr/offres/recherche/detail/7527560,HANDICAP_JOB (https://www.handicap-job.com/recherche/detail/oid/6255150/data-engineer-hf.html),
7527537,Alternance - Data Engineer - Services Publics - Nantes (H/F),"Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 51 000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d'activité et des technologies à une approche collaborative. Sopra Steria place l'humain au cœur de son action et s'engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d'affaires de 5,8 milliards d'euros.The world is how we shape it*Description du posteParticipez à la construction de la Plateforme Big Data du SI de l'Assurance Maladie et contribuez au développement de cas d'usage métier autour du Data Engineering.Intégré(e) au sein d'un projet d'une équipe d'environ 5 collaborateurs, intégré lui-même au sein d'un plateau de 80 personnes, vous contribuez au développement de la plateforme Big Data du SI de la CNAM. Cette plateforme Big Data a pour objectif de fournir aux Data Scientists / Data Analysts de la CNAM de nouveaux usages autour de la donnée.Votre rôle et vos tâches :La tâche se déroule en plusieurs phases :Appropriation du contexte projet (enjeux, objectifs.)Appropriation du contexte technique (Data Engineering, Conteneurisation,.)Conception de la solution technique du traitement qui vous sera confié ;Préparation des conditions de tests du traitement à mettre en œuvre ;Réalisation du module ;Recette du module ;Transfert de compétences vers l'équipe en fin de stage.Les interlocuteurs seront les chefs de projets, les architectes techniques et les référents techniques du projet qui ont la charge d'assurer la bonne mise en œuvre fonctionnelle et technique de la solution.L'environnement technologique/fonctionnel :Environnement fonctionnel :Découverte et mise en place du socle technique de Data Engineering à la CNAMLa plateforme se destine aux Data Scientists de la CNAM leur permettant de valoriser leurs données, les explorer, les transformer, les restituer pour l'ensemble de leurs cas d'usage métier (données de santé, données de relation usager, données RH.)Environnement technique :Déploiement : Docker, OpenShift, HelmPIC : Gitlab, Gitlab CI/CDDéveloppement : Python, JavaOutillage Big Data : Apache Spark, Apache Airflow, JupyterLes apports de l'alternance :Découvrir un métier passionnant au sein du leader européen de la transformation numérique.Comprendre les enjeux d'un projet et respecter ses engagements vis-à-vis d'un client.Approfondir vos connaissances sur des technologies innovantes.Être formé(e) aux technologies ainsi qu'aux méthodologies mises en œuvre par le Groupe.Côtoyer des experts dans leurs domaines à même de vous guider dans vos premiers pas.QualificationsVotre profil :Vous êtes curieux(se), vous avez le sens du service, un bon relationnel et vous aimez travailler en équipe. Vous avez de bonnes capacités d'adaptation et vous êtes force de proposition.Actuellement en dernière année d'école d'Ingénieurs, en Master 2 informatique ou formation équivalente, vous avez des aptitudes à résoudre des problèmes complexes et vous avez une bonne compréhension des bases de données relationnelles.Informations supplémentairesUn accord télétravail pour télétravailler jusqu'à 2 jours par semaine selon vos tâches. Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d'intéressement, des primes vacances et cooptation.Des opportunités de carrières multiples : plus de 30 familles de métiers, autant de passerelles à imaginer ensemble.Plusieurs centaines de formations accessibles en toute autonomie avec Sopra Steria Academy.La possibilité de s'engager auprès de notre fondation ou de notre partenaire « Vendredi ».L'opportunité de rejoindre le collectif Tech'Me UP (formations, conférences, veille, et bien plus encore.).Employeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C'est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagements ",2025-05-31T08:57:42.000Z,2025-05-31T08:57:42.000Z,44 - NANTES,47.239367,-1.555335,44000,44109,MIS,Mission intérimaire - 3 Mois,Contrat travail,D,Débutant accepté,,,,,,,,,False,,,,,78,Activités des agences de travail temporaire,2,https://candidat.francetravail.fr/offres/recherche/detail/7527537,HANDICAP_JOB (https://www.handicap-job.com/recherche/detail/oid/6255442/alternance-data-engineer-services-publics-nantes.html),
7527526,Développeur(se) Expert(e) Data - Transport - Nantes (H/F),"Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 51 000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d'activité et des technologies à une approche collaborative. Sopra Steria place l'humain au cœur de son action et s'engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d'affaires de 5,8 milliards d'euros.The world is how we shape it*Description du posteEn qualité d'ingénieur Développeur(se) Senior, vous êtes rattaché(e) à l'agence « Data & IA », consacrée à nos clients du Transport et basée à Nantes. L'agence regroupe environ 80 collaborateurs et adresse plusieurs clients majeurs du transport (ferroviaire, routier et postal).Vous intégrez une entreprise dans laquelle règnent un esprit entrepreneurial fort et une atmosphère propice à votre évolution. Vous participez à une transformation numérique durable au cœur d'une aventure humaine au sein d'un grand groupe international.Vous êtes prêt(e) à relever le défi avec nous ? Un challenge s'offre à vous, futur(e) Data Ingénieur(e) !Votre rôle et vos tâches :Intégré(e) au sein d'une équipe de plusieurs collaborateurs (Data ingénieurs, Chef de projet, responsables produit), vous menez à bien vos activités où les maîtres mots sont : Agilité et Initiative !Vous appréhendez l'architecture du projet, élaborée par l'architecte, tout en apportant un regard critique. Vous travaillez en étroite collaboration avec nos cellules d'expertises techniques transverses (DevOPS & Industrialisation, Veille techno, Architecture), afin de définir conjointement les justes solutions techniques ;Vous développez les fonctionnalités les plus complexes et mettez en place des socles permettant l'industrialisation ;Vous effectuez des revues de code et dispensez les bonnes pratiques de Software Craftsmanship ;Vous assurez l'encadrement technique de l'équipe de Data ingénieurs (donnez les directives nécessaires aux concepteurs / développeurs afin de garantir un applicatif performant, répondant aux besoins du client & maintenable, apportez le support nécessaire, contrôlez les réalisations) ;Vous êtes acteur dans l'industrialisation ainsi que l'intégration continue des projets ;Vous participez activement à la capitalisation du projet et à la mise en place d'outillage permettant de sécuriser et d'optimiser le delivery du projet ;Vous participez aux investigations d'anomalies & identifier les pistes de résolutions. « Chercher une aiguille dans une botte de foin » est votre expression préférée !Vous remontez les difficultés techniques aux experts techniques transverses pour partage et résolution.Vous évoluez dans un contexte technique riche :Technologies : Spark, Scala, SQL, Python, Airflow, Nifi, Kafka, QlikReplicateCloud : Azure, AWSEnvironnements : Databricks, ClouderaGestionnaires de version : Gitlab, Azure DevOPSCI / CD : Jenkins, Ansible, TerraformData visualisation : Power BI, QlikSenseEn parallèle de votre tâche, vous pouvez également intervenir sur des sujets transverses, tels que devenir formateur(trice), sur les sujets qui vous animent, ou encore participer à des challenges autour de l'innovation et du numérique.Épaulé(e) par votre manager (partenaire de votre employabilité), vous construisez votre carrière de manière active, grâce à notre Académie, nos parcours de formation, nos certifications et des mises en situation sur le terrain.QualificationsVotre profil :Vous êtes diplômé(e) d'une école d'Ingénieurs ou équivalent Université et justifiez d'une expérience minimum de 5 ans en développement et d'une première expérience en encadrement technique.Vous avez des compétences techniques prédominantes en Spark, en SQL et dans un langage de développement (idéalement Scala).Vous avez un bon esprit d'analyse et de synthèse, le sens du relationnel, vous êtes polyvalent(e) et autonome.Vous aimez travailler sur des sujets qui allient défi technique et innovation ? Alors venez profiter d'une atmosphère propice à l'entrepreneuriat et à votre évolution.Vous vous reconnaissez ? Nous sommes impatients de vous rencontrer ! #LI-HYBRID #NANTESInformations supplémentairesUn accord télétravail pour télétravailler jusqu'à 2 jours par semaine selon vos tâches. Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d'intéressement, des primes vacances et cooptation.Des opportunités de carrières",2025-05-31T08:57:40.000Z,2025-05-31T08:57:40.000Z,44 - NANTES,47.239367,-1.555335,44000,44109,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,,,,,,False,,,,,,,2,https://candidat.francetravail.fr/offres/recherche/detail/7527526,HANDICAP_JOB (https://www.handicap-job.com/recherche/detail/oid/6255794/developpeurse-experte-data-transport-nantes.html),
7527510,Data Engineer - B (H/F),"Description     Vous serez intégré au sein de notre Service Line Data Value et vous interviendrez sur les différentes phases d'un projet BI/Big Data: -Acquisition des données -Stockage optimisé -Traitements et analyses -Mise en forme et développement de rapports/dashboards   Vous  proposerez des  nouvelles  lectures  de  données  via  un  travail  de  fouille  sur  les gisements d'information, notamment client. Dans  votre  quotidien,  vous  contribuerez au  partage  et  à  la  capitalisation des  savoirs  et  des pratiques au sein de la communauté data de Capgemini.        ",2025-05-31T08:57:37.000Z,2025-05-31T08:57:37.000Z,13 - MARSEILLE 01,43.282,5.405,13001,13201,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),,,,,,,,,False,,,,,,,2,https://candidat.francetravail.fr/offres/recherche/detail/7527510,HANDICAP_JOB (https://www.handicap-job.com/recherche/detail/oid/6255294/data-engineer-b.html),
7527499,Big Data Engineer - Services Financiers - Ile de France (H/F),"Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 51 000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d'activité et des technologies à une approche collaborative. Sopra Steria place l'humain au cœur de son action et s'engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d'affaires de 5,8 milliards d'euros.The world is how we shape it*Description du posteVotre rôle et vos tâches :Dans le cadre d'un projet client à forts enjeux techniques et remplis d'innovation, vous participerez à :La compréhension des besoins métiers et la traduction solution de data ingénierie et ou data analysis ;La mise en œuvre de solutions d'ingestion des données quelles soit en batch et/ou en streaming dans un contexte Cloud ;La structuration du DataLake, la mise en place des processus de gouvernance et de sécurisation des données ;Le traitement de la donnée jusqu'à l'exposition au métier ;La mise en place de la chaine CI/CD et de sa supervision ;La veille technologique avec nos partenaires éditeurs et la mise en place de Prototype Design, Proof of Concept ou encore MVP dans un objectif d'idéation pour nos clients.Environnement technique : Spark, Hadoop, Hive, Kafka, Elastic, Cloudera, Azure HD Insight, Informatica, Talend, Stambia, DataStage, SAS, DataIku, DataBricks, Qlik, SAP BI (BO), Power BI, Java, Scala, Python, RQualificationsVous maitrisez un langage de programmation appliqué à l'analyse de données (Python principalement, SQL, Scala, R, Java), le traitement distribué de données (Spark, Pyspark , Hadoop) et un Framework de streaming de données (Kafka, RabbitMQ, etc.)Vous souhaitez évoluer vers un monde numérique orienté, Cloud, DataOps.Vous avez un bon esprit d'analyse, êtes curieux(se) et passionné(e) et vous avez le sens du travail en équipe dans une organisation Agile type Scrum ou SAFEVous accordez une importance particulière au développement de vos compétences sur plusieurs technologies. Vous souhaitez une évolution réelle de carrière à travers l'expérience projet. Vous êtes soucieux de l'apport de valeur pour vos clients. Et vous voulez transmettre votre savoir auprès de collaborateurs moins expérimentés. Alors, n'attendez-plus, ce poste est fait pour vous !Diplômé(e) d'une Ecole d'ingénieur ou formation équivalente, vous avez déjà participé à un projet Data (Big Data) et vous avez une expérience de minimum 5 ans.Informations supplémentairesUn accord télétravail pour télétravailler jusqu'à 2 jours par semaine selon vos tâches. Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d'intéressement, des primes vacances et cooptation.Des opportunités de carrières multiples : plus de 30 familles de métiers, autant de passerelles à imaginer ensemble.Plusieurs centaines de formations accessibles en toute autonomie avec Sopra Steria Academy.La possibilité de s'engager auprès de notre fondation ou de notre partenaire « Vendredi ».L'opportunité de rejoindre le collectif Tech'Me UP (formations, conférences, veille, et bien plus encore.).Employeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C'est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagements ",2025-05-31T08:57:36.000Z,2025-05-31T08:57:36.000Z,75 - PARIS 01,48.859,2.347,75001,75101,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,,,,,,,,,False,,,,,,,2,https://candidat.francetravail.fr/offres/recherche/detail/7527499,HANDICAP_JOB (https://www.handicap-job.com/recherche/detail/oid/6255494/big-data-engineer-services-financiers-ile-de-france.html),
